dataset,model,score,hyperparameters,iteration
wine,RandomForest,0.9721,"{'bootstrap': 1, 'max_depth': 15.0, 'min_samples_leaf': 8.0, 'min_samples_split': 7.0, 'n_estimators': 247.0}",36
wine,RandomForest,0.9778,"{'bootstrap': 1, 'max_depth': 35.0, 'min_samples_leaf': 6.0, 'min_samples_split': 9.0, 'n_estimators': 910.0}",37
wine,RandomForest,0.9721,"{'bootstrap': 1, 'max_depth': 92.0, 'min_samples_leaf': 8.0, 'min_samples_split': 10.0, 'n_estimators': 1159.0}",38
wine,RandomForest,0.9776,"{'bootstrap': 1, 'max_depth': 49.0, 'min_samples_leaf': 4.0, 'min_samples_split': 3.0, 'n_estimators': 582.0}",39
wine,RandomForest,0.9833,"{'bootstrap': 1, 'max_depth': 60.0, 'min_samples_leaf': 3.0, 'min_samples_split': 8.0, 'n_estimators': 798.0}",40
wine,RandomForest,0.961,"{'bootstrap': 0, 'max_depth': 67.0, 'min_samples_leaf': 3.0, 'min_samples_split': 4.0, 'n_estimators': 1382.0}",41
wine,RandomForest,0.9776,"{'bootstrap': 1, 'max_depth': 61.0, 'min_samples_leaf': 2.0, 'min_samples_split': 8.0, 'n_estimators': 1736.0}",42
wine,RandomForest,0.9778,"{'bootstrap': 1, 'max_depth': 55.0, 'min_samples_leaf': 1.0, 'min_samples_split': 9.0, 'n_estimators': 1281.0}",43
wine,RandomForest,0.961,"{'bootstrap': 0, 'max_depth': 70.0, 'min_samples_leaf': 3.0, 'min_samples_split': 8.0, 'n_estimators': 957.0}",44
wine,RandomForest,0.9721,"{'bootstrap': 1, 'max_depth': 87.0, 'min_samples_leaf': 2.0, 'min_samples_split': 11.0, 'n_estimators': 822.0}",45
wine,RandomForest,0.9721,"{'bootstrap': 1, 'max_depth': 59.0, 'min_samples_leaf': 6.0, 'min_samples_split': 5.0, 'n_estimators': 1036.0}",46
wine,RandomForest,0.9665,"{'bootstrap': 0, 'max_depth': 18.0, 'min_samples_leaf': 7.0, 'min_samples_split': 6.0, 'n_estimators': 429.0}",47
wine,RandomForest,0.9833,"{'bootstrap': 1, 'max_depth': 25.0, 'min_samples_leaf': 5.0, 'min_samples_split': 7.0, 'n_estimators': 303.0}",48
wine,RandomForest,0.9552,"{'bootstrap': 0, 'max_depth': 65.0, 'min_samples_leaf': 4.0, 'min_samples_split': 9.0, 'n_estimators': 1156.0}",49
wine,XGBoost,0.9554,"{'colsample_bytree': 0.6228654354059432, 'learning_rate': 0.262886994820539, 'max_depth': 1.0, 'n_estimators': 275.0, 'subsample': 0.6130493406679752}",0
wine,XGBoost,0.961,"{'colsample_bytree': 0.8934317664837217, 'learning_rate': 0.25555884627646064, 'max_depth': 4.0, 'n_estimators': 699.0, 'subsample': 0.7022743880720399}",1
wine,XGBoost,0.9332,"{'colsample_bytree': 0.890512292181182, 'learning_rate': 0.11907953853672701, 'max_depth': 9.0, 'n_estimators': 63.0, 'subsample': 0.9983311034902955}",2
wine,XGBoost,0.9554,"{'colsample_bytree': 0.7006907460352825, 'learning_rate': 0.19587926702063682, 'max_depth': 11.0, 'n_estimators': 566.0, 'subsample': 0.8592604438283081}",3
wine,XGBoost,0.9443,"{'colsample_bytree': 0.9983175609755315, 'learning_rate': 0.070121101097009, 'max_depth': 10.0, 'n_estimators': 926.0, 'subsample': 0.9748867810820263}",4
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5957251405309643, 'learning_rate': 0.03099333011020043, 'max_depth': 9.0, 'n_estimators': 743.0, 'subsample': 0.6004669916731864}",5
wine,XGBoost,0.9498,"{'colsample_bytree': 0.8782191448073058, 'learning_rate': 0.04758348469187206, 'max_depth': 7.0, 'n_estimators': 154.0, 'subsample': 0.7855881609835467}",6
wine,XGBoost,0.9611,"{'colsample_bytree': 0.9172355981345532, 'learning_rate': 0.053842036591634536, 'max_depth': 9.0, 'n_estimators': 854.0, 'subsample': 0.588555404661247}",7
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5999214874279128, 'learning_rate': 0.12167648924909291, 'max_depth': 3.0, 'n_estimators': 194.0, 'subsample': 0.6154090618480097}",8
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6474548763359376, 'learning_rate': 0.10634443527645247, 'max_depth': 7.0, 'n_estimators': 114.0, 'subsample': 0.9310225272486232}",9
wine,XGBoost,0.961,"{'colsample_bytree': 0.8503451898032293, 'learning_rate': 0.24813009968014332, 'max_depth': 3.0, 'n_estimators': 547.0, 'subsample': 0.6902766698174818}",10
wine,XGBoost,0.9611,"{'colsample_bytree': 0.5529664619392463, 'learning_rate': 0.1316765465497427, 'max_depth': 6.0, 'n_estimators': 434.0, 'subsample': 0.7445113734808197}",11
wine,XGBoost,0.9611,"{'colsample_bytree': 0.632577355094458, 'learning_rate': 0.16483936640958918, 'max_depth': 10.0, 'n_estimators': 899.0, 'subsample': 0.9464729179368006}",12
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6072312022678947, 'learning_rate': 0.1459976454291869, 'max_depth': 5.0, 'n_estimators': 298.0, 'subsample': 0.640890613796882}",13
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6735965728212969, 'learning_rate': 0.05299326402634088, 'max_depth': 11.0, 'n_estimators': 750.0, 'subsample': 0.7644812955120426}",14
wine,XGBoost,0.9667,"{'colsample_bytree': 0.7061415321470965, 'learning_rate': 0.2677032512391216, 'max_depth': 5.0, 'n_estimators': 428.0, 'subsample': 0.7196555624281794}",15
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6735846842709268, 'learning_rate': 0.157941166636422, 'max_depth': 9.0, 'n_estimators': 862.0, 'subsample': 0.6018022566262897}",16
wine,XGBoost,0.9611,"{'colsample_bytree': 0.5331167485956423, 'learning_rate': 0.031831419113741606, 'max_depth': 1.0, 'n_estimators': 851.0, 'subsample': 0.8332891634590562}",17
wine,XGBoost,0.95,"{'colsample_bytree': 0.697509387234595, 'learning_rate': 0.0022337359968666883, 'max_depth': 7.0, 'n_estimators': 168.0, 'subsample': 0.7737588999918343}",18
wine,XGBoost,0.9387,"{'colsample_bytree': 0.8878768533136462, 'learning_rate': 0.010665049483346213, 'max_depth': 5.0, 'n_estimators': 495.0, 'subsample': 0.9807018214015897}",19
wine,XGBoost,0.9611,"{'colsample_bytree': 0.7793622069566375, 'learning_rate': 0.0875490818185034, 'max_depth': 2.0, 'n_estimators': 661.0, 'subsample': 0.5086202263964338}",20
wine,XGBoost,0.9722,"{'colsample_bytree': 0.5056677258468711, 'learning_rate': 0.20513796506167026, 'max_depth': 3.0, 'n_estimators': 294.0, 'subsample': 0.5016056799415726}",21
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5028981544539106, 'learning_rate': 0.20846596974822879, 'max_depth': 8.0, 'n_estimators': 383.0, 'subsample': 0.5112022007923653}",22
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5087954433070659, 'learning_rate': 0.21783561387355535, 'max_depth': 8.0, 'n_estimators': 291.0, 'subsample': 0.5072318352101728}",23
wine,XGBoost,0.9665,"{'colsample_bytree': 0.5040622597821444, 'learning_rate': 0.289659525691461, 'max_depth': 6.0, 'n_estimators': 282.0, 'subsample': 0.5454214711094405}",24
wine,XGBoost,0.9667,"{'colsample_bytree': 0.559532259428494, 'learning_rate': 0.1914911087668211, 'max_depth': 3.0, 'n_estimators': 390.0, 'subsample': 0.5469832566703474}",25
wine,XGBoost,0.9611,"{'colsample_bytree': 0.7807592590912809, 'learning_rate': 0.22120315327162304, 'max_depth': 8.0, 'n_estimators': 225.0, 'subsample': 0.5016107050796439}",26
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5250527790655726, 'learning_rate': 0.23220923637857457, 'max_depth': 2.0, 'n_estimators': 65.0, 'subsample': 0.5518549886791062}",27
wine,XGBoost,0.9611,"{'colsample_bytree': 0.5749961497951533, 'learning_rate': 0.29025469495023615, 'max_depth': 1.0, 'n_estimators': 337.0, 'subsample': 0.6606096893244866}",28
wine,XGBoost,0.9611,"{'colsample_bytree': 0.9821071065589332, 'learning_rate': 0.1863426896812264, 'max_depth': 8.0, 'n_estimators': 235.0, 'subsample': 0.575581639863659}",29
wine,XGBoost,0.9611,"{'colsample_bytree': 0.7547115173436585, 'learning_rate': 0.17107300278008541, 'max_depth': 4.0, 'n_estimators': 989.0, 'subsample': 0.6544380758963813}",30
wine,XGBoost,0.9611,"{'colsample_bytree': 0.5853806500982535, 'learning_rate': 0.08609634112879165, 'max_depth': 4.0, 'n_estimators': 631.0, 'subsample': 0.6217541822997894}",31
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5420532353463441, 'learning_rate': 0.267168808551248, 'max_depth': 2.0, 'n_estimators': 791.0, 'subsample': 0.6962691181726031}",32
wine,XGBoost,0.9554,"{'colsample_bytree': 0.8142985819714802, 'learning_rate': 0.2605174108850516, 'max_depth': 2.0, 'n_estimators': 779.0, 'subsample': 0.880437427765968}",33
wine,XGBoost,0.9667,"{'colsample_bytree': 0.518298730483142, 'learning_rate': 0.23871585924203093, 'max_depth': 10.0, 'n_estimators': 493.0, 'subsample': 0.5300461305523982}",34
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6185821909913772, 'learning_rate': 0.1289436784219015, 'max_depth': 3.0, 'n_estimators': 186.0, 'subsample': 0.806955189499979}",35
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6455058242979516, 'learning_rate': 0.10814040623201351, 'max_depth': 1.0, 'n_estimators': 54.0, 'subsample': 0.5716519142058756}",36
wine,XGBoost,0.9611,"{'colsample_bytree': 0.7342102199176854, 'learning_rate': 0.17320605928551833, 'max_depth': 3.0, 'n_estimators': 104.0, 'subsample': 0.6292798592403317}",37
wine,XGBoost,0.9611,"{'colsample_bytree': 0.570643538141554, 'learning_rate': 0.14280403655891405, 'max_depth': 4.0, 'n_estimators': 596.0, 'subsample': 0.6853170535056853}",38
wine,XGBoost,0.9556,"{'colsample_bytree': 0.9396164628766279, 'learning_rate': 0.08069822611674518, 'max_depth': 5.0, 'n_estimators': 240.0, 'subsample': 0.7336342199032626}",39
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5386000545196841, 'learning_rate': 0.2794600594818105, 'max_depth': 2.0, 'n_estimators': 967.0, 'subsample': 0.8922764759847164}",40
wine,XGBoost,0.9667,"{'colsample_bytree': 0.8333579769338373, 'learning_rate': 0.20537674499344402, 'max_depth': 7.0, 'n_estimators': 350.0, 'subsample': 0.5003162914097649}",41
wine,XGBoost,0.9611,"{'colsample_bytree': 0.6543703746798664, 'learning_rate': 0.20617965573620411, 'max_depth': 6.0, 'n_estimators': 432.0, 'subsample': 0.5232748113557943}",42
wine,XGBoost,0.9667,"{'colsample_bytree': 0.5039578665851552, 'learning_rate': 0.2306841076021731, 'max_depth': 9.0, 'n_estimators': 129.0, 'subsample': 0.5722238217043449}",43
wine,XGBoost,0.9611,"{'colsample_bytree': 0.5493622859010463, 'learning_rate': 0.2992211999117843, 'max_depth': 1.0, 'n_estimators': 802.0, 'subsample': 0.8137473776458669}",44
wine,XGBoost,0.9556,"{'colsample_bytree': 0.5946103405236773, 'learning_rate': 0.1830456779190968, 'max_depth': 10.0, 'n_estimators': 495.0, 'subsample': 0.5905596615556572}",45
wine,XGBoost,0.9722,"{'colsample_bytree': 0.7223173683509535, 'learning_rate': 0.24720635071425107, 'max_depth': 7.0, 'n_estimators': 313.0, 'subsample': 0.676833109351982}",46
wine,XGBoost,0.9667,"{'colsample_bytree': 0.9552254193703644, 'learning_rate': 0.25222942399261244, 'max_depth': 7.0, 'n_estimators': 570.0, 'subsample': 0.6729357767113274}",47
wine,XGBoost,0.9554,"{'colsample_bytree': 0.8733004828332399, 'learning_rate': 0.2811214264421955, 'max_depth': 5.0, 'n_estimators': 325.0, 'subsample': 0.7113375929655509}",48
wine,XGBoost,0.9667,"{'colsample_bytree': 0.7365566083699031, 'learning_rate': 0.2444300471513095, 'max_depth': 6.0, 'n_estimators': 699.0, 'subsample': 0.7523323113318658}",49
breast_cancer,KNN,0.9209,"{'n_neighbors': 4.0, 'p': 1, 'weights': 0}",0
breast_cancer,KNN,0.9297,"{'n_neighbors': 24.0, 'p': 0, 'weights': 1}",1
breast_cancer,KNN,0.9279,"{'n_neighbors': 10.0, 'p': 1, 'weights': 1}",2
breast_cancer,KNN,0.9385,"{'n_neighbors': 11.0, 'p': 0, 'weights': 1}",3
breast_cancer,KNN,0.928,"{'n_neighbors': 25.0, 'p': 0, 'weights': 0}",4
breast_cancer,KNN,0.9245,"{'n_neighbors': 28.0, 'p': 1, 'weights': 1}",5
breast_cancer,KNN,0.9315,"{'n_neighbors': 10.0, 'p': 1, 'weights': 0}",6
breast_cancer,KNN,0.9297,"{'n_neighbors': 15.0, 'p': 1, 'weights': 0}",7
breast_cancer,KNN,0.9332,"{'n_neighbors': 18.0, 'p': 0, 'weights': 0}",8
breast_cancer,KNN,0.9262,"{'n_neighbors': 29.0, 'p': 0, 'weights': 0}",9
breast_cancer,KNN,0.9333,"{'n_neighbors': 15.0, 'p': 0, 'weights': 1}",10
breast_cancer,KNN,0.9297,"{'n_neighbors': 13.0, 'p': 1, 'weights': 1}",11
breast_cancer,KNN,0.9174,"{'n_neighbors': 30.0, 'p': 1, 'weights': 0}",12
breast_cancer,KNN,0.9227,"{'n_neighbors': 24.0, 'p': 1, 'weights': 0}",13
breast_cancer,KNN,0.9315,"{'n_neighbors': 9.0, 'p': 1, 'weights': 1}",14
breast_cancer,KNN,0.9332,"{'n_neighbors': 8.0, 'p': 0, 'weights': 1}",15
breast_cancer,KNN,0.9191,"{'n_neighbors': 3.0, 'p': 1, 'weights': 0}",16
breast_cancer,KNN,0.9192,"{'n_neighbors': 27.0, 'p': 1, 'weights': 0}",17
breast_cancer,KNN,0.9192,"{'n_neighbors': 27.0, 'p': 1, 'weights': 0}",18
breast_cancer,KNN,0.9262,"{'n_neighbors': 7.0, 'p': 1, 'weights': 0}",19
breast_cancer,KNN,0.928,"{'n_neighbors': 19.0, 'p': 0, 'weights': 1}",20
breast_cancer,KNN,0.9297,"{'n_neighbors': 20.0, 'p': 0, 'weights': 1}",21
breast_cancer,KNN,0.9333,"{'n_neighbors': 13.0, 'p': 0, 'weights': 1}",22
breast_cancer,KNN,0.9368,"{'n_neighbors': 12.0, 'p': 0, 'weights': 1}",23
breast_cancer,KNN,0.9192,"{'n_neighbors': 1.0, 'p': 0, 'weights': 1}",24
breast_cancer,KNN,0.9279,"{'n_neighbors': 6.0, 'p': 0, 'weights': 1}",25
breast_cancer,KNN,0.9368,"{'n_neighbors': 12.0, 'p': 0, 'weights': 1}",26
breast_cancer,KNN,0.9315,"{'n_neighbors': 17.0, 'p': 0, 'weights': 1}",27
breast_cancer,KNN,0.9297,"{'n_neighbors': 21.0, 'p': 0, 'weights': 1}",28
breast_cancer,KNN,0.9279,"{'n_neighbors': 3.0, 'p': 0, 'weights': 1}",29
breast_cancer,KNN,0.9315,"{'n_neighbors': 5.0, 'p': 0, 'weights': 1}",30
breast_cancer,KNN,0.9385,"{'n_neighbors': 11.0, 'p': 0, 'weights': 1}",31
breast_cancer,KNN,0.935,"{'n_neighbors': 10.0, 'p': 0, 'weights': 1}",32
breast_cancer,KNN,0.9315,"{'n_neighbors': 22.0, 'p': 0, 'weights': 1}",33
breast_cancer,KNN,0.9333,"{'n_neighbors': 15.0, 'p': 0, 'weights': 1}",34
breast_cancer,KNN,0.9192,"{'n_neighbors': 2.0, 'p': 0, 'weights': 1}",35
breast_cancer,KNN,0.9385,"{'n_neighbors': 11.0, 'p': 0, 'weights': 1}",36
breast_cancer,KNN,0.9332,"{'n_neighbors': 8.0, 'p': 0, 'weights': 1}",37
breast_cancer,KNN,0.9332,"{'n_neighbors': 16.0, 'p': 0, 'weights': 1}",38
breast_cancer,KNN,0.9279,"{'n_neighbors': 6.0, 'p': 0, 'weights': 1}",39
breast_cancer,KNN,0.935,"{'n_neighbors': 14.0, 'p': 0, 'weights': 1}",40
breast_cancer,KNN,0.9315,"{'n_neighbors': 17.0, 'p': 0, 'weights': 1}",41
breast_cancer,KNN,0.9297,"{'n_neighbors': 4.0, 'p': 0, 'weights': 1}",42
breast_cancer,KNN,0.9332,"{'n_neighbors': 10.0, 'p': 0, 'weights': 0}",43
breast_cancer,KNN,0.9297,"{'n_neighbors': 24.0, 'p': 0, 'weights': 1}",44
breast_cancer,KNN,0.9315,"{'n_neighbors': 9.0, 'p': 1, 'weights': 0}",45
breast_cancer,KNN,0.9297,"{'n_neighbors': 18.0, 'p': 0, 'weights': 1}",46
breast_cancer,KNN,0.9385,"{'n_neighbors': 11.0, 'p': 0, 'weights': 1}",47
breast_cancer,KNN,0.928,"{'n_neighbors': 14.0, 'p': 1, 'weights': 1}",48
breast_cancer,KNN,0.9279,"{'n_neighbors': 8.0, 'p': 1, 'weights': 0}",49
breast_cancer,RandomForest,0.9543,"{'bootstrap': 1, 'max_depth': 61.0, 'min_samples_leaf': 8.0, 'min_samples_split': 4.0, 'n_estimators': 1031.0}",0
breast_cancer,RandomForest,0.9578,"{'bootstrap': 1, 'max_depth': 79.0, 'min_samples_leaf': 9.0, 'min_samples_split': 3.0, 'n_estimators': 1474.0}",1
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 34.0, 'min_samples_leaf': 10.0, 'min_samples_split': 3.0, 'n_estimators': 378.0}",2
breast_cancer,RandomForest,0.9578,"{'bootstrap': 0, 'max_depth': 76.0, 'min_samples_leaf': 5.0, 'min_samples_split': 7.0, 'n_estimators': 1490.0}",3
breast_cancer,RandomForest,0.9526,"{'bootstrap': 0, 'max_depth': 81.0, 'min_samples_leaf': 7.0, 'min_samples_split': 4.0, 'n_estimators': 1764.0}",4
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 78.0, 'min_samples_leaf': 9.0, 'min_samples_split': 9.0, 'n_estimators': 1312.0}",5
breast_cancer,RandomForest,0.9614,"{'bootstrap': 0, 'max_depth': 39.0, 'min_samples_leaf': 1.0, 'min_samples_split': 5.0, 'n_estimators': 1134.0}",6
breast_cancer,RandomForest,0.9596,"{'bootstrap': 1, 'max_depth': 18.0, 'min_samples_leaf': 7.0, 'min_samples_split': 8.0, 'n_estimators': 1659.0}",7
breast_cancer,RandomForest,0.9526,"{'bootstrap': 0, 'max_depth': 24.0, 'min_samples_leaf': 7.0, 'min_samples_split': 6.0, 'n_estimators': 1088.0}",8
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 52.0, 'min_samples_leaf': 10.0, 'min_samples_split': 7.0, 'n_estimators': 1808.0}",9
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 71.0, 'min_samples_leaf': 7.0, 'min_samples_split': 5.0, 'n_estimators': 1451.0}",10
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 39.0, 'min_samples_leaf': 8.0, 'min_samples_split': 7.0, 'n_estimators': 1948.0}",11
breast_cancer,RandomForest,0.9578,"{'bootstrap': 1, 'max_depth': 98.0, 'min_samples_leaf': 8.0, 'min_samples_split': 10.0, 'n_estimators': 1048.0}",12
breast_cancer,RandomForest,0.9666,"{'bootstrap': 1, 'max_depth': 56.0, 'min_samples_leaf': 3.0, 'min_samples_split': 5.0, 'n_estimators': 1670.0}",13
breast_cancer,RandomForest,0.9578,"{'bootstrap': 1, 'max_depth': 42.0, 'min_samples_leaf': 5.0, 'min_samples_split': 5.0, 'n_estimators': 1802.0}",14
breast_cancer,RandomForest,0.9649,"{'bootstrap': 1, 'max_depth': 79.0, 'min_samples_leaf': 3.0, 'min_samples_split': 7.0, 'n_estimators': 1319.0}",15
breast_cancer,RandomForest,0.9526,"{'bootstrap': 0, 'max_depth': 29.0, 'min_samples_leaf': 7.0, 'min_samples_split': 7.0, 'n_estimators': 504.0}",16
breast_cancer,RandomForest,0.9561,"{'bootstrap': 0, 'max_depth': 82.0, 'min_samples_leaf': 7.0, 'min_samples_split': 4.0, 'n_estimators': 1954.0}",17
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 34.0, 'min_samples_leaf': 3.0, 'min_samples_split': 2.0, 'n_estimators': 805.0}",18
breast_cancer,RandomForest,0.9578,"{'bootstrap': 0, 'max_depth': 31.0, 'min_samples_leaf': 2.0, 'min_samples_split': 7.0, 'n_estimators': 1849.0}",19
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 91.0, 'min_samples_leaf': 3.0, 'min_samples_split': 11.0, 'n_estimators': 738.0}",20
breast_cancer,RandomForest,0.9666,"{'bootstrap': 1, 'max_depth': 58.0, 'min_samples_leaf': 4.0, 'min_samples_split': 6.0, 'n_estimators': 1321.0}",21
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 56.0, 'min_samples_leaf': 5.0, 'min_samples_split': 6.0, 'n_estimators': 103.0}",22
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 65.0, 'min_samples_leaf': 4.0, 'min_samples_split': 9.0, 'n_estimators': 1560.0}",23
breast_cancer,RandomForest,0.9666,"{'bootstrap': 1, 'max_depth': 51.0, 'min_samples_leaf': 2.0, 'min_samples_split': 6.0, 'n_estimators': 1300.0}",24
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 47.0, 'min_samples_leaf': 1.0, 'min_samples_split': 8.0, 'n_estimators': 1275.0}",25
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 11.0, 'min_samples_leaf': 4.0, 'min_samples_split': 2.0, 'n_estimators': 817.0}",26
breast_cancer,RandomForest,0.9684,"{'bootstrap': 1, 'max_depth': 49.0, 'min_samples_leaf': 2.0, 'min_samples_split': 5.0, 'n_estimators': 1668.0}",27
breast_cancer,RandomForest,0.9649,"{'bootstrap': 1, 'max_depth': 68.0, 'min_samples_leaf': 2.0, 'min_samples_split': 4.0, 'n_estimators': 928.0}",28
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 48.0, 'min_samples_leaf': 2.0, 'min_samples_split': 3.0, 'n_estimators': 1195.0}",29
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 63.0, 'min_samples_leaf': 1.0, 'min_samples_split': 8.0, 'n_estimators': 1550.0}",30
breast_cancer,RandomForest,0.9666,"{'bootstrap': 1, 'max_depth': 44.0, 'min_samples_leaf': 2.0, 'min_samples_split': 3.0, 'n_estimators': 549.0}",31
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 22.0, 'min_samples_leaf': 6.0, 'min_samples_split': 3.0, 'n_estimators': 170.0}",32
breast_cancer,RandomForest,0.9614,"{'bootstrap': 0, 'max_depth': 51.0, 'min_samples_leaf': 1.0, 'min_samples_split': 6.0, 'n_estimators': 1668.0}",33
breast_cancer,RandomForest,0.9578,"{'bootstrap': 1, 'max_depth': 42.0, 'min_samples_leaf': 6.0, 'min_samples_split': 2.0, 'n_estimators': 484.0}",34
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 87.0, 'min_samples_leaf': 4.0, 'min_samples_split': 4.0, 'n_estimators': 1429.0}",35
breast_cancer,RandomForest,0.9543,"{'bootstrap': 0, 'max_depth': 59.0, 'min_samples_leaf': 5.0, 'min_samples_split': 5.0, 'n_estimators': 1994.0}",36
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 12.0, 'min_samples_leaf': 2.0, 'min_samples_split': 3.0, 'n_estimators': 301.0}",37
breast_cancer,RandomForest,0.9631,"{'bootstrap': 0, 'max_depth': 73.0, 'min_samples_leaf': 1.0, 'min_samples_split': 3.0, 'n_estimators': 940.0}",38
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 66.0, 'min_samples_leaf': 11.0, 'min_samples_split': 5.0, 'n_estimators': 1678.0}",39
breast_cancer,RandomForest,0.9578,"{'bootstrap': 1, 'max_depth': 36.0, 'min_samples_leaf': 9.0, 'min_samples_split': 8.0, 'n_estimators': 1188.0}",40
breast_cancer,RandomForest,0.9631,"{'bootstrap': 1, 'max_depth': 27.0, 'min_samples_leaf': 3.0, 'min_samples_split': 9.0, 'n_estimators': 1426.0}",41
breast_cancer,RandomForest,0.9561,"{'bootstrap': 0, 'max_depth': 17.0, 'min_samples_leaf': 5.0, 'min_samples_split': 4.0, 'n_estimators': 598.0}",42
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 59.0, 'min_samples_leaf': 4.0, 'min_samples_split': 6.0, 'n_estimators': 1905.0}",43
breast_cancer,RandomForest,0.9666,"{'bootstrap': 1, 'max_depth': 74.0, 'min_samples_leaf': 3.0, 'min_samples_split': 5.0, 'n_estimators': 1585.0}",44
breast_cancer,RandomForest,0.9596,"{'bootstrap': 1, 'max_depth': 100.0, 'min_samples_leaf': 6.0, 'min_samples_split': 6.0, 'n_estimators': 1733.0}",45
breast_cancer,RandomForest,0.9561,"{'bootstrap': 0, 'max_depth': 94.0, 'min_samples_leaf': 4.0, 'min_samples_split': 10.0, 'n_estimators': 1381.0}",46
breast_cancer,RandomForest,0.9561,"{'bootstrap': 1, 'max_depth': 45.0, 'min_samples_leaf': 10.0, 'min_samples_split': 4.0, 'n_estimators': 361.0}",47
breast_cancer,RandomForest,0.9614,"{'bootstrap': 1, 'max_depth': 39.0, 'min_samples_leaf': 2.0, 'min_samples_split': 2.0, 'n_estimators': 667.0}",48
breast_cancer,RandomForest,0.9561,"{'bootstrap': 0, 'max_depth': 53.0, 'min_samples_leaf': 8.0, 'min_samples_split': 7.0, 'n_estimators': 978.0}",49
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.601380719039236, 'learning_rate': 0.14194244434313572, 'max_depth': 11.0, 'n_estimators': 99.0, 'subsample': 0.5847653276900858}",0
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.6058119068851144, 'learning_rate': 0.2272824357712711, 'max_depth': 9.0, 'n_estimators': 610.0, 'subsample': 0.7901781678331266}",1
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.6811025822364247, 'learning_rate': 0.12081338531679786, 'max_depth': 8.0, 'n_estimators': 652.0, 'subsample': 0.7119540089139742}",2
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.859383849574159, 'learning_rate': 0.12293637662611068, 'max_depth': 8.0, 'n_estimators': 627.0, 'subsample': 0.9805374125622552}",3
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.6213559895811419, 'learning_rate': 0.10678981240822757, 'max_depth': 7.0, 'n_estimators': 300.0, 'subsample': 0.8597873195495471}",4
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.9364377850114374, 'learning_rate': 0.2333047558952819, 'max_depth': 5.0, 'n_estimators': 376.0, 'subsample': 0.9172586830353462}",5
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.8901962632118194, 'learning_rate': 0.18442506867011127, 'max_depth': 3.0, 'n_estimators': 802.0, 'subsample': 0.8015735682960039}",6
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.9013242347930672, 'learning_rate': 0.2108619700542777, 'max_depth': 10.0, 'n_estimators': 639.0, 'subsample': 0.7221378367932199}",7
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.6873477995835193, 'learning_rate': 0.271733225980069, 'max_depth': 4.0, 'n_estimators': 300.0, 'subsample': 0.8802067592153637}",8
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.6386571196403582, 'learning_rate': 0.29846174014165394, 'max_depth': 9.0, 'n_estimators': 780.0, 'subsample': 0.9052148552326601}",9
